Gene	log2FoldChange	pvalue	padj
ENO1	0.0321925265203947	0.474331815638625	0.499994982577514
EIF4G3	-0.0783838940880375	0.437713930108647	0.499994982577514
RASAL2	0.157572751979198	0.376325590135843	0.499994982577514
PLXNA2	0.0642899305717316	0.44884505124492	0.499994982577514
RAP1GAP	0.00897606465996056	0.492838521258753	0.499994982577514
UBE2T	2.41536362853367	6.80176228118334e-07	3.26690164647222e-05
USP33	0.0679288816055271	0.445966862942956	0.499994982577514
CAPZB	-1.006973297894	0.0220075703520407	0.0826818280556749
GNB1	1.14107667927165	0.0112401438357499	0.0464888405136498
NRDC	0.0284882953530659	0.477281921375863	0.499994982577514
SDF4	-0.0367234642740975	0.470725237413124	0.499994982577514
CDC14A	0.0185230564865609	0.485224119059949	0.499994982577514
MAGI3	-1.15522240148857	0.010431770542403	0.0433355049404669
PTPRC	0.139973682729268	0.389758943534268	0.499994982577514
CACNA1S	-0.0727292059474465	0.442174474483853	0.499994982577514
JMJD4	1.33377241468988	0.00382038474738022	0.0179234966008933
DUSP12	0.0335848119752074	0.473223333534688	0.499994982577514
TRAF5	0.103850609869762	0.417731132617008	0.499994982577514
PLOD1	0.0920728568290646	0.426949572653525	0.499994982577514
SMAP2	-0.875749417836778	0.0399300108355605	0.141026218044695
PPIE	-0.104311893856786	0.417370969627835	0.499994982577514
COL16A1	-0.00901863866107067	0.492804557619903	0.499994982577514
TTC39A	0.0623518161999544	0.450379090806496	0.499994982577514
RAD54L	-0.8407844892703	0.0463262251191092	0.15714255499036
MAST2	-0.0542828814573857	0.456773458716049	0.499994982577514
ALG6	0.0580996497681682	0.453747295941123	0.499994982577514
ASAP3	0.0768178737834591	0.438948474536209	0.499994982577514
SLC9A1	0.0463767588540167	0.463049689621143	0.499994982577514
PABPC4	-1.03884457615204	0.018868999406157	0.0720383256680409
USP48	-0.109978089864786	0.41295264121205	0.499994982577514
FH	0.151270700980493	0.381119688509613	0.499994982577514
TBX15	0.0257921437532031	0.479429969711943	0.499994982577514
PHGDH	0.00884402291595863	0.492943858600813	0.499994982577514
CLSPN	-0.0120896537539089	0.490354791760801	0.499994982577514
TGFB2	1.90194437243044	7.12210868284435e-05	0.000627677428777778
GPATCH2	0.0611996898040387	0.451291364909171	0.499994982577514
SUCO	-0.0217139845746521	0.482680191285438	0.499994982577514
ACOT7	-0.0182756706331922	0.485421370811812	0.499994982577514
SH3GLB1	0.093334632857116	0.425959977448149	0.499994982577514
CDC7	1.02620876189321	0.0200645514625526	0.0759874378682213
PALMD	0.139211637593427	0.390343727286092	0.499994982577514
DVL1	1.21888779008295	0.00738897265234029	0.0325598187437238
BCL9	0.0650348560726305	0.4482556363621	0.499994982577514
DHCR24	-1.83844043796416	0.000118051614042436	0.000993952428946581
TNR	-0.11107888794479	0.412095531366797	0.499994982577514
CACYBP	-0.0860792586877842	0.431656454616569	0.499994982577514
SCP2	-0.113173868085377	0.410465486765418	0.499994982577514
PAPPA2	-0.14592139995024	0.385203409706541	0.499994982577514
RALGPS2	0.00799825532411612	0.493618587719535	0.499994982577514
WRAP73	0.065320433964919	0.448029705913424	0.499994982577514
ERRFI1	0.120096537559849	0.405090290912229	0.499994982577514
PARK7	0.104475108716773	0.417243550722059	0.499994982577514
ELAPOR1	-0.100320864683985	0.420489363100363	0.499994982577514
MECR	0.184848190167275	0.355804364547554	0.499994982577514
EDEM3	-1.18192597010639	0.00904301953184361	0.0384124658492276
RAP1A	0.0105513812456069	0.49158184061865	0.499994982577514
RNF19B	-0.0422255881868856	0.466348859855915	0.499994982577514
SCAMP3	-1.20562913857866	0.00794879301882989	0.0348230670043263
TRIM62	-2.11294782273471	1.18996135314298e-05	0.000165143987965167
SFPQ	0.0119160957997006	0.490493231076798	0.499994982577514
RHOU	-2.31467727653217	1.83403629572254e-06	4.62451215671952e-05
ARHGEF2	2.14067206170876	9.28839132530168e-06	0.000139031000313643
MEF2D	-0.0485435235846668	0.461328633563477	0.499994982577514
C1orf21	-0.0504217130687903	0.459837376727305	0.499994982577514
MAD2L2	-1.97691013140138	3.84565978268636e-05	0.000398511777480576
DNAJC6	-0.0382333726873818	0.469523884918045	0.499994982577514
LEPR	-0.0512650257877801	0.459167980413203	0.499994982577514
IVNS1ABP	0.27018910003448	0.294468119342686	0.499994982577514
PDC	-1.82031088285148	0.000135990220788917	0.00109662876835746
SLC35D1	0.0137256218558607	0.489049913528596	0.499994982577514
PLA2G4A	-0.149362506731629	0.382574935018184	0.499994982577514
GADD45A	2.32157624491956	1.71566452034089e-06	4.6224904076613e-05
WLS	0.0124702386197007	0.490051220548748	0.499994982577514
PRDM2	-0.0996639134884037	0.421003156559657	0.499994982577514
RGS2	-0.00018226143047082	0.499854576421818	0.499994982577514
RPE65	-2.45314470315352	4.64077719586342e-07	3.26690164647222e-05
AMPD1	-2.31853696652688	1.76688019448701e-06	4.62451215671952e-05
CTH	-0.202467784541911	0.342762436059618	0.499994982577514
AGMAT	2.20977130082902	4.94550112961623e-06	9.3272151304562e-05
ZBTB17	0.0179516441117938	0.485679736968129	0.499994982577514
CD58	0.0567620594423535	0.454807521288933	0.499994982577514
TFAP2E	-0.0492877353553475	0.460737673340425	0.499994982577514
CD2	6.28840653511241e-06	0.499994982577514	0.499994982577514
TTF2	0.112288964337997	0.411153818337599	0.499994982577514
KIF21B	0.143985574297619	0.386684411842838	0.499994982577514
TMEM9	-0.109711376840582	0.413160373499229	0.499994982577514
MAP7D1	-0.0117319560250177	0.49064011228326	0.499994982577514
WARS2	0.12014984009197	0.405048971462662	0.499994982577514
MRPS15	-0.0469729580566301	0.46257605965835	0.499994982577514
MYCL	-2.34838454620913	1.32154478693636e-06	3.77641434569995e-05
SIPA1L2	-0.00861072982370895	0.4931299712021	0.499994982577514
KMO	-1.98832078690175	3.4947696804899e-05	0.000370288517831682
AKT3	-0.0444684004884738	0.464566068235877	0.499994982577514
ETV3	-0.00294448790882381	0.497650652137331	0.499994982577514
ST6GALNAC5	-0.0413868849057924	0.467015713097575	0.499994982577514
ADGRL2	-1.82685396589804	0.000129240140140929	0.00105976914915562
PADI2	-0.0480992841653982	0.461681433924808	0.499994982577514
MFAP2	-0.0433169032600729	0.465481296598343	0.499994982577514
RPF1	0.0696862576552103	0.444577894985365	0.499994982577514
KDM5B	-0.105636841317091	0.416336858816456	0.499994982577514
UAP1	-0.00406984751512149	0.496752767360271	0.499994982577514
ACTL8	-0.155154482234759	0.378163007371564	0.499994982577514
PLA2G2D	0.116716954923568	0.407712242068869	0.499994982577514
GBP1	-0.0273645701374081	0.478177126782684	0.499994982577514
CDK18	2.13472409045789	9.7978583616376e-06	0.000142144314384989
ECE1	1.53220809637569	0.0010904763520404	0.00627023902423232
GALE	2.25549933789298	3.2261561840885e-06	6.92221619036573e-05
CD46	-2.27352222045884	2.72022568370556e-06	6.10755433270081e-05
PRPF3	-0.0533492329950437	0.457514099811585	0.499994982577514
SLC2A1	-2.4209940250963	6.4273248201463e-07	3.26690164647222e-05
B4GALT2	-0.0175525870242127	0.485997937831416	0.499994982577514
ERI3	-0.107178238415068	0.415134539624148	0.499994982577514
AKR1A1	0.0163206882467382	0.486980286863382	0.499994982577514
PRDX1	-0.878332263533957	0.0394875036346942	0.139987653862845
PIK3R3	-1.07067853328772	0.0161226271959661	0.0630311939852292
SLC19A2	0.143242192773099	0.387253575532693	0.499994982577514
NSUN4	-0.821248915791512	0.0502434375872082	0.167418945741121
CNN3	0.0454650297580283	0.463774082543051	0.499994982577514
PRRC2C	0.00848980586784873	0.493226440453075	0.499994982577514
VAMP4	0.0895565582264545	0.428924441556576	0.499994982577514
DPH5	-0.0229778138946267	0.481672808205725	0.499994982577514
FASLG	2.32361530179624	1.68210506679145e-06	4.6224904076613e-05
PTBP2	-0.174505586133669	0.363540461040708	0.499994982577514
TNFSF4	0.168945892131337	0.367722369516888	0.499994982577514
HSD11B1	0.0864777978518578	0.431343165510772	0.499994982577514
UTP25	-0.0150775988885748	0.487971639630539	0.499994982577514
SYF2	-0.144900713013917	0.385984078425433	0.499994982577514
RSRP1	0.0643008700041982	0.448836394707825	0.499994982577514
RCOR3	0.0483193863814768	0.461506632184995	0.499994982577514
STMN1	-0.000635562642138871	0.499492894516974	0.499994982577514
MAN1C1	0.0151455892862424	0.487917415912742	0.499994982577514
RPS6KA1	1.78507806549314	0.000178384258817998	0.00134573084852298
ARID1A	0.0368806732630242	0.470600142104151	0.499994982577514
CENPF	0.0294654339719516	0.476503585852215	0.499994982577514
PPP1R8	-0.0279259373342575	0.477729904697485	0.499994982577514
STX12	-0.133623665489315	0.394639368032177	0.499994982577514
OSBPL9	0.0700748818440034	0.444270831408897	0.499994982577514
KIF14	2.1673384136986	7.29872054805458e-06	0.00011665582164094
SGIP1	1.77601797296666	0.000191131317653914	0.00141918765785544
CASQ2	-0.159458816200624	0.374894486611877	0.499994982577514
RAB3GAP2	0.0204958580587634	0.483651249946774	0.499994982577514
C1orf198	-1.9067992385244	6.84789580194245e-05	0.00060920431521054
TRIM67	0.0252611703364455	0.479853073426654	0.499994982577514
MRPS14	-2.39735233613756	8.14573286378462e-07	3.26690164647222e-05
SEC16B	-0.0959170444380363	0.423936083889077	0.499994982577514
GORAB	0.10857748536799	0.414043787728235	0.499994982577514
TAF12	0.0403774904715714	0.46781840554175	0.499994982577514
UBIAD1	2.21595235830173	4.67021474026552e-06	8.98778061238855e-05
TARDBP	0.181522844615395	0.35828537713509	0.499994982577514
TNFRSF8	0.0128821428602383	0.489722674126446	0.499994982577514
ECHDC2	-0.200092923773151	0.344509818832014	0.499994982577514
LHX4	0.033377719743357	0.473388199186112	0.499994982577514
GJA8	0.117132512735879	0.407389618062843	0.499994982577514
ZCCHC17	1.55274024752434	0.000949850746882142	0.00559818283943662
KHDRBS1	2.37080310415477	1.0601522650866e-06	3.44732271026436e-05
TMEM39B	-0.115085556562711	0.408979403825993	0.499994982577514
TMEM54	-0.0705821394760121	0.443870082354886	0.499994982577514
ZSCAN20	-0.105405578207719	0.416517316308948	0.499994982577514
LRIF1	-0.0645743723142491	0.448619976152425	0.499994982577514
TMIGD3	1.4989245506702	0.00135946130233378	0.00754101181235735
GPSM2	-0.120122205073999	0.405070393647399	0.499994982577514
RPL5	0.203697216698315	0.341859157387153	0.499994982577514
PTGFR	0.0107774744885547	0.491401485340622	0.499994982577514
SPATA1	-0.00841081005055806	0.493289460995046	0.499994982577514
RWDD3	2.18191756203305	6.39009568470517e-06	0.000107604646976375
ZNF644	2.41037845951505	7.15072691059859e-07	3.26690164647222e-05
CDKN2C	-0.013208803695591	0.48946212519174	0.499994982577514
RNF11	0.14767874235521	0.383860403786084	0.499994982577514
ATPAF1	-0.0217030210092103	0.482688930704092	0.499994982577514
BATF3	-1.39148140242323	0.00269324904792267	0.0134377452496883
MIR9-1HG	0.0385667890443402	0.469258640554761	0.499994982577514
ATG4C	-0.0351512873529092	0.47197641663051	0.499994982577514
HNRNPR	1.94468023115769	5.02543692373347e-05	0.000478685557482895
PSMB2	-0.106813120068717	0.415419267531446	0.499994982577514
ST3GAL3	0.0428365903266693	0.465863111229863	0.499994982577514
TMEM53	-1.79873638034333	0.000160662067220541	0.00123174251535748
DNAJC8	1.63418530165218	0.000540843128778112	0.00349325390710795
AHDC1	-0.0234365277305922	0.48130720155474	0.499994982577514
IFI6	1.52169304450508	0.00116965993615004	0.00664451397463544
HIVEP3	0.125023660407872	0.401275376974605	0.499994982577514
EDN2	-0.0271763715111397	0.47832706438337	0.499994982577514
PLA2G5	0.0947951995875196	0.424815055554667	0.499994982577514
UBR4	1.67845739261247	0.000394087001868715	0.00263563150895176
MACF1	-0.0466116096375502	0.462863114198425	0.499994982577514
CEP85	-0.026935139515318	0.478519258083552	0.499994982577514
SESN2	-0.0390965408130861	0.468837232615903	0.499994982577514
ATP5IF1	0.134870701199171	0.393679603115256	0.499994982577514
MED18	1.11337331463583	0.012982106068253	0.0520941532866493
THEMIS2	0.024422585110345	0.480521342241422	0.499994982577514
UBE4B	-0.0942371707863923	0.42525241376157	0.499994982577514
CAP1	-0.0729217276509575	0.44202248513623	0.499994982577514
PPT1	0.0998068908554848	0.420891324230469	0.499994982577514
FMO5	-2.18347573096398	6.29963561094016e-06	0.000107604646976375
PIAS3	0.12488636888101	0.401381551874283	0.499994982577514
SPATA6	-0.138063704952533	0.391225104356236	0.499994982577514
ZRANB2	0.204996069363639	0.340905857147647	0.499994982577514
KHDC4	-1.79994358110707	0.000159177649841968	0.00123036494918833
APCS	-0.00267174641382579	0.497868264930575	0.499994982577514
NASP	0.0703607778798261	0.444044957757039	0.499994982577514
PATJ	-1.46896832690109	0.00165202263097364	0.00890204194861794
KANK4	-0.109615624155886	0.413234957434975	0.499994982577514
CPLANE2	-1.17793310042471	0.00923978624722666	0.0390722799602455
CHRM3	-0.119849585655778	0.405281738707913	0.499994982577514
DSTYK	-1.044646684709	0.0183406614486388	0.0703058688864486
LGR6	2.01090955196414	2.88752016499583e-05	0.000320344884187184
EPHB2	-0.103387372296475	0.418092890393532	0.499994982577514
SRRM1	1.47080819332041	0.0016325206077672	0.00889865279262697
REG4	0.00465639394508634	0.496284788864427	0.499994982577514
GSTM3	-0.101759611982611	0.419364610770273	0.499994982577514
VAV3	-0.0383283959886278	0.469448289178117	0.499994982577514
PSRC1	0.0872755411671399	0.430716194491229	0.499994982577514
PTPN22	0.0969545013970117	0.423123567143474	0.499994982577514
SORT1	0.0383846665027094	0.4694035237177	0.499994982577514
WNT2B	-0.185155566306746	0.355575339940653	0.499994982577514
PTGFRN	-0.00539967368261657	0.495691767477348	0.499994982577514
LAMTOR5	2.38077532150783	9.60555369355909e-07	3.28290897248982e-05
NOTCH2	1.13329832486343	0.0117074384728815	0.0482101068992455
CD101	-0.0190816474104282	0.484778743026677	0.499994982577514
NGF	-1.55713310551364	0.000922015148561717	0.00553796359932292
NAV1	2.1560888347216	8.08272245167441e-06	0.000127033454532149
CDC73	0.0573751697483578	0.454321506138927	0.499994982577514
PUM1	0.00458035797250989	0.496345454204988	0.499994982577514
SPOCD1	0.0157412540175875	0.487442370898098	0.499994982577514
PHC2	0.0431565372868771	0.465608772628848	0.499994982577514
GNL2	2.48183539691381	3.45865777240384e-07	3.26690164647222e-05
TUT4	0.130997822575155	0.396662399812033	0.499994982577514
PCNX2	0.0470393399873943	0.462523328085423	0.499994982577514
URB2	-0.12426702705746	0.401860612530002	0.499994982577514
EGLN1	-1.18901692240033	0.00870261415209583	0.0374729002074264
ABCB10	0.120445893700982	0.404819493723086	0.499994982577514
NTPCR	-1.53979595513083	0.0010364220097987	0.00599598745546118
GLUL	-1.99950051177293	3.18052025241045e-05	0.000340821658866256
KIAA1614	1.94476894808467	5.02176424205247e-05	0.000478685557482895
CEP350	1.06608597582672	0.0164963566785449	0.0640167257113902
NPL	0.00437220075778579	0.496511532976037	0.499994982577514
NIBAN1	0.0348012303661307	0.472255039155929	0.499994982577514
PIGC	0.245959354887041	0.31138840560286	0.499994982577514
LAMC1	-0.081838032439967	0.434993080435091	0.499994982577514
RC3H1	-1.20292516171467	0.00806743690699496	0.0350580322732546
IL10	0.0273695272430415	0.478173177504732	0.499994982577514
RPS6KC1	2.07423083498143	1.67358437180853e-05	0.000211976198199103
BCAR3	0.0446041052961866	0.464458220143616	0.499994982577514
FNBP1L	-0.0812384723790597	0.435465141225378	0.499994982577514
KYAT3	0.221205548033514	0.329095875501875	0.499994982577514
GTF2B	-0.012370597157743	0.490130698407359	0.499994982577514
BRDT	-0.0477335506030052	0.461971910156943	0.499994982577514
IFI44L	-0.0166261491486608	0.48673669657339	0.499994982577514
ARHGAP29	0.0862563383626431	0.431517248089729	0.499994982577514
IFI44	1.36380596391391	0.0031897305299321	0.0156662285923228
SLC44A5	-0.162561673921129	0.372543859512686	0.499994982577514
DNASE2B	-0.00046207678264578	0.499631316121701	0.499994982577514
DBT	0.0760242167662055	0.439574367637766	0.499994982577514
IL19	0.00389909128725626	0.496889006791542	0.499994982577514
SLC2A5	0.0735072141614441	0.441560315954895	0.499994982577514
RERE	-0.014647262699887	0.488314846564134	0.499994982577514
FHAD1	-0.00578873353812826	0.495381362062191	0.499994982577514
PADI1	0.0482369466104533	0.461572103693414	0.499994982577514
EPHA2	0.837275586556643	0.0470111630449939	0.158326881255104
ARHGEF19	-2.19656080461573	5.58672916484149e-06	0.000101313184662414
PEX14	1.56769833131693	0.00085810940489639	0.00518716133857241
PGD	-0.00709621812499963	0.494338227189276	0.499994982577514
SH3BGRL3	-0.0758920653730951	0.439678599467357	0.499994982577514
C1orf216	-1.9245296966983	5.92861288041258e-05	0.000542784654973695
KIAA0319L	-0.063073195397082	0.449808023100833	0.499994982577514
EVA1B	0.0586807720012995	0.453286778431907	0.499994982577514
DMRTA2	-0.0416322656183652	0.466820601150573	0.499994982577514
MAP3K6	-0.078488780950532	0.437631265926972	0.499994982577514
GPN2	-1.01211668963078	0.021473072326891	0.0809964288170328
SYTL1	-0.123671423510935	0.402321450778074	0.499994982577514
WDTC1	-1.35997321011964	0.00326462474849099	0.0157873904503949
NBPF3	-0.893531506927684	0.0369636522615342	0.131656899301569
HSPG2	0.0189128811680665	0.484913301846651	0.499994982577514
PRKACB	0.00510063315749732	0.495930354138618	0.499994982577514
AZIN2	-1.43483202382922	0.00205454060439714	0.0106783774023652
DMRTB1	0.180938204244287	0.358722195077204	0.499994982577514
LMO4	-0.0825327957109945	0.434446177763768	0.499994982577514
IGSF3	-1.5971760463668	0.000700725390302748	0.00440522695370327
ZNF697	0.00315731875532431	0.497480840853368	0.499994982577514
CTTNBP2NL	-0.083520580530672	0.433668831022318	0.499994982577514
CD53	-0.00687636490165125	0.494513627557603	0.499994982577514
GPR161	0.0746771687012467	0.440637020495711	0.499994982577514
POGK	-1.54857483662199	0.000976955961998427	0.00572217063456221
GPA33	1.94914304972626	4.84379600168561e-05	0.000475802044748909
UCK2	0.0152764106747895	0.487813083837635	0.499994982577514
POU2F1	0.0988596845178799	0.421632317286837	0.499994982577514
ILDR2	-0.0073458334672174	0.494139083732691	0.499994982577514
DPT	-0.138702655355974	0.390734452114824	0.499994982577514
ADCY10	-0.130667590437536	0.396917019265388	0.499994982577514
NECTIN4	-1.80618439472746	0.000151706320657086	0.00118230628412919
UFC1	-0.0527108125374458	0.458020628673083	0.499994982577514
NUF2	-0.00214270650416246	0.498290372794815	0.499994982577514
USP21	0.0670498070996282	0.446661902356375	0.499994982577514
PRCC	-2.27474030803423	2.68892436816603e-06	6.10755433270081e-05
FCRL5	-0.111387978331285	0.411854940792734	0.499994982577514
ABL2	0.06071059948785	0.451678713375185	0.499994982577514
RGS16	0.0275456968739591	0.47803282626384	0.499994982577514
HMCN1	0.115734706941474	0.408475072229074	0.499994982577514
RGL1	-0.168248085947826	0.368248368919045	0.499994982577514
TUFT1	2.23816677338909	3.79679100570574e-06	7.6178168476181e-05
ECM1	-1.83509943161625	0.000121180921273667	0.00101127087399175
SNX27	-1.57786125172861	0.000800505501764359	0.00487017218170188
MCL1	-0.0832552825764212	0.43387758472307	0.499994982577514
RFX5	2.11286302276421	1.19085802562369e-05	0.000165143987965167
PI4KB	-0.0871926869997213	0.430781304032925	0.499994982577514
ANP32E	-0.0453397511229793	0.463873629178031	0.499994982577514
MINDY1	0.118753427862908	0.406131800623082	0.499994982577514
ENSA	-0.0290145311790079	0.476862739555596	0.499994982577514
SEMA6C	0.0828546144965436	0.434192891394701	0.499994982577514
ARNT	-0.0291227708779169	0.476776522598651	0.499994982577514
GOLPH3L	-0.157636240474791	0.376277388690354	0.499994982577514
KCNH1	-0.0848815696948922	0.432598208295033	0.499994982577514
DTL	-0.108851986195719	0.413829884197123	0.499994982577514
VASH2	-0.0484290571117174	0.461419536178776	0.499994982577514
SMYD2	-0.0336311209009573	0.473186467731463	0.499994982577514
SUSD4	-0.0153357890661644	0.487765728929441	0.499994982577514
DUSP10	-2.00248896710109	3.10116352619794e-05	0.000336137609793638
HHIPL2	1.45726453375537	0.00178112816792042	0.00943597675476942
TP53BP2	-0.138599833728542	0.390813397479353	0.499994982577514
S100A8	-0.041482430070778	0.466939740398608	0.499994982577514
TPM3	0.0349081528106831	0.472169934418687	0.499994982577514
SLC27A3	0.162844226581541	0.372330040680656	0.499994982577514
HAX1	0.00885218957136163	0.492937343572743	0.499994982577514
ILF2	1.51551243469585	0.00121862586215027	0.00686343669375758
RIT1	-2.14258096844424	9.13030643512336e-06	0.000138869015618086
INTS3	2.47770296072122	3.60897203788291e-07	3.26690164647222e-05
ACTA1	-0.0690560171665183	0.445075937451945	0.499994982577514
GALNT2	-1.72240678430535	0.000285726692871857	0.00198117846601589
LYST	-0.110941875989944	0.412202189661645	0.499994982577514
CEP170	0.0133869316429452	0.489320049909614	0.499994982577514
SRP9	0.178533905173155	0.360520520883102	0.499994982577514
NVL	0.242216335525159	0.314039418303488	0.499994982577514
DEGS1	-0.107682890211841	0.414741073634131	0.499994982577514
FBXO28	1.93997816238552	5.22376114902023e-05	0.000487723441933275
ARF1	0.138852173874429	0.390619661404886	0.499994982577514
ITPKB	-0.0195656817284544	0.484392827844682	0.499994982577514
CDC42BPA	-0.0218174797706211	0.482597692270985	0.499994982577514
CNIH3	-1.15691217239946	0.0103386797001606	0.0431388272444753
PARP1	0.0597832724111443	0.452413261457722	0.499994982577514
EPHX1	0.139742941081576	0.389935985468439	0.499994982577514
ETNK2	0.0687619761239963	0.445308330727923	0.499994982577514
ZMYM4	0.0320188014296969	0.474470142743605	0.499994982577514
NEK7	-0.0301869925777261	0.475928888845257	0.499994982577514
RABGAP1L	0.049834868555795	0.460303263580355	0.499994982577514
PTPN14	-0.0549536917916756	0.456241413384956	0.499994982577514
UHMK1	1.45793204987422	0.00177352483128701	0.00943597675476942
TADA1	0.862701139273122	0.0422275004882453	0.147483455408946
DYNLT5	0.0442013088178811	0.46477834043557	0.499994982577514
MR1	1.0981967710657	0.0140318937458099	0.0554123310732648
HNRNPU	-2.1064019135898	1.26110053769724e-05	0.000172350406818622
LINC00467	0.0931032901484882	0.426141381937804	0.499994982577514
DDAH1	0.133491258537547	0.394741311008495	0.499994982577514
AK5	-0.0869271763875442	0.430989963709487	0.499994982577514
MIA3	0.00554869546651026	0.495572872423193	0.499994982577514
DISP1	0.00490669131919192	0.496085089587822	0.499994982577514
ENAH	-0.0578355728360897	0.453956587566904	0.499994982577514
CCSAP	1.37737507894635	0.00293684844605924	0.0144997281918003
DIPK1A	-0.000243278000660164	0.499805892246949	0.499994982577514
MOV10	0.0655511882812969	0.447847160583203	0.499994982577514
PPM1J	0.147684227897655	0.38385621376825	0.499994982577514
SPAG17	-0.190915278827921	0.351293525630774	0.499994982577514
GPR61	-0.0702439473312409	0.444137258148534	0.499994982577514
MFSD14A	2.18822619607672	6.03132615850654e-06	0.000105324825323549
SHCBP1L	-0.166315703066738	0.369706266704278	0.499994982577514
NMNAT2	-0.075053344179229	0.440340221614335	0.499994982577514
ZFYVE9	-1.55319668496959	0.00094692298434329	0.00559818283943662
LRP8	-0.0722569699859602	0.442547324745013	0.499994982577514
CDCP2	-0.218883459914707	0.330777626627691	0.499994982577514
SSBP3	0.0213418550286554	0.482976832612863	0.499994982577514
PANK4	-1.32296281885356	0.00407338616567077	0.0189221830257514
PEX10	0.152049119383216	0.380526524301625	0.499994982577514
SKI	-1.79661242177244	0.000163305261095315	0.00124191017107163
LDLRAP1	1.12247798549943	0.0123854796096627	0.0501866063642581
EXTL1	0.00983954210058388	0.492149687969465	0.499994982577514
GRHL3	-0.0593770984233153	0.452735048714037	0.499994982577514
UBXN11	1.57973802129272	0.000790265471350082	0.0048390931135268
EYA3	0.00530704154986666	0.495765672989643	0.499994982577514
CD1D	-0.0557023625844656	0.45564770662236	0.499994982577514
CD1C	0.043839703617272	0.465065743612156	0.499994982577514
PPP1R15B	0.0152608158642419	0.48782552089593	0.499994982577514
TAGLN2	-0.0164617581749564	0.48686778981194	0.499994982577514
ELK4	1.49299610403832	0.00141329922654532	0.00779380801539318
SLAMF8	2.40619345630985	7.45691330794607e-07	3.26690164647222e-05
SLC45A3	-0.0470786972984042	0.462492064272356	0.499994982577514
NBL1	-0.154593692401752	0.378589494778614	0.499994982577514
DEDD	-1.52684067578521	0.0011302602325074	0.00645960848033015
CDA	0.0890356305470676	0.429333505808791	0.499994982577514
PINK1	-0.207138785092921	0.339335419244199	0.499994982577514
B4GALT3	-0.0250065120073019	0.480056004823961	0.499994982577514
FCER1G	-0.118165042665332	0.406588271656043	0.499994982577514
CACHD1	-1.19995753124822	0.00819943825397884	0.0354682122637709
